Issue key,Issue id,Summary,Issue Type,Status,Status Category,Project key,Project name,Priority,Resolution,Assignee,Reporter,Creator,Parent key,Parent summary,Team Name,Sprint,Created,Updated,Resolved,Due date,Custom field (Domain),Custom field (Story Points),Custom field (Solution Architect),Original estimate
GTS-83,100083,Decommission Broker EDI audit trail,Task,Deployment Completed,Done,GTS,SAP GTS,P3 - Medium,Done,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,GTS-7,Duty Management,Global Trade,,03/Apr/26 12:00 AM,13/May/26 12:00 AM,13/May/26 12:00 AM,04/May/26 12:00 AM,,,Priya Nandakumar,46800
GTS-84,100084,Test Denied Party batch job,Story,Blocked,In Progress,GTS,SAP GTS,P3 - Medium,,Daniel Osei,Priya Nandakumar,Priya Nandakumar,GTS-5,Product Classification,Global Trade,,17/Apr/26 12:00 AM,22/Aug/26 12:00 AM,,04/May/26 12:00 AM,,,Daniel Osei,100800
GTS-85,100085,Build Product Classification approval workflow,Story,Deployment Completed,Done,GTS,SAP GTS,P3 - Medium,Done,Daniel Osei,Priya Nandakumar,Priya Nandakumar,GTS-4,Denied Party,Global Trade,,19/May/26 12:00 AM,15/Jun/26 12:00 AM,15/Jun/26 12:00 AM,18/Jun/26 12:00 AM,,,Daniel Osei,82800
GTS-86,100086,Decommission Product Classification test script,Story,To Do,To Do,GTS,SAP GTS,P3 - Medium,,Hiroshi Tanaka,Priya Nandakumar,Priya Nandakumar,GTS-4,Denied Party,Global Trade,,24/May/26 12:00 AM,27/Aug/26 12:00 AM,,28/Jun/26 12:00 AM,,,Hiroshi Tanaka,309600
GTS-87,100087,Deploy Duty Management approval workflow,Task,Deployment Completed,Done,GTS,SAP GTS,P3 - Medium,Done,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,GTS-7,Duty Management,Global Trade,,16/Feb/26 12:00 AM,05/Mar/26 12:00 AM,05/Mar/26 12:00 AM,05/Mar/26 12:00 AM,,,Priya Nandakumar,54000
GTS-88,100088,Refactor Product Classification interface,Story,Deployment Completed,Done,GTS,SAP GTS,P3 - Medium,Done,Sean Gallagher,Priya Nandakumar,Priya Nandakumar,GTS-6,Broker EDI,Global Trade,,12/Jan/26 12:00 AM,25/Jan/26 12:00 AM,25/Jan/26 12:00 AM,06/Feb/26 12:00 AM,,,Sean Gallagher,50400
GTS-89,100089,Build Duty Management conversion rule,Story,Development in Progress,In Progress,GTS,SAP GTS,P3 - Medium,,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,GTS-5,Product Classification,Global Trade,,15/May/26 12:00 AM,03/Sep/26 12:00 AM,,23/May/26 12:00 AM,,,Priya Nandakumar,46800
GTS-90,100090,Document Duty Management audit trail,Story,Deployment Completed,Done,GTS,SAP GTS,P3 - Medium,Done,Marta Kowalski,Priya Nandakumar,Priya Nandakumar,GTS-7,Duty Management,Global Trade,,11/May/26 12:00 AM,26/May/26 12:00 AM,26/May/26 12:00 AM,24/May/26 12:00 AM,,,Marta Kowalski,475200
GTS-91,100091,Document Denied Party data model,Task,Deployment Completed,Done,GTS,SAP GTS,P3 - Medium,Done,Amara Okafor,Priya Nandakumar,Priya Nandakumar,GTS-4,Denied Party,Global Trade,,18/May/26 12:00 AM,16/Jun/26 12:00 AM,16/Jun/26 12:00 AM,16/Jun/26 12:00 AM,,,Amara Okafor,46800
GTS-92,100092,Automate Duty Management API contract,Story,Development in Progress,In Progress,GTS,SAP GTS,P3 - Medium,,Daniel Osei,Priya Nandakumar,Priya Nandakumar,GTS-6,Broker EDI,Global Trade,,24/Mar/26 12:00 AM,18/Aug/26 12:00 AM,,15/May/26 12:00 AM,,,Daniel Osei,277200
GTS-93,100093,Integrate Broker EDI reconciliation,Story,Development in Progress,In Progress,GTS,SAP GTS,P3 - Medium,,Hiroshi Tanaka,Priya Nandakumar,Priya Nandakumar,GTS-5,Product Classification,Global Trade,,06/May/26 12:00 AM,02/Sep/26 12:00 AM,,11/Jun/26 12:00 AM,,,Hiroshi Tanaka,32400
GTS-94,100094,Validate Broker EDI training module,Story,Deployment Completed,Done,GTS,SAP GTS,P3 - Medium,Done,Hiroshi Tanaka,Priya Nandakumar,Priya Nandakumar,GTS-4,Denied Party,Global Trade,,20/Mar/26 12:00 AM,24/Apr/26 12:00 AM,24/Apr/26 12:00 AM,26/Apr/26 12:00 AM,,,Hiroshi Tanaka,136800
GTS-95,100095,Refactor Product Classification training module,Task,Development in Progress,In Progress,GTS,SAP GTS,P3 - Medium,,Hiroshi Tanaka,Priya Nandakumar,Priya Nandakumar,GTS-7,Duty Management,Global Trade,,18/Apr/26 12:00 AM,11/Aug/26 12:00 AM,,13/May/26 12:00 AM,,,Hiroshi Tanaka,108000
GTS-96,100096,Design Product Classification user role,Story,Deployment Completed,Done,GTS,SAP GTS,P3 - Medium,Done,Amara Okafor,Priya Nandakumar,Priya Nandakumar,GTS-7,Duty Management,Global Trade,,25/Feb/26 12:00 AM,19/Mar/26 12:00 AM,19/Mar/26 12:00 AM,19/Mar/26 12:00 AM,,,Amara Okafor,262800
GTS-97,100097,Onboard Broker EDI batch job,Story,Deployment Completed,Done,GTS,SAP GTS,P3 - Medium,Done,Daniel Osei,Priya Nandakumar,Priya Nandakumar,GTS-7,Duty Management,Global Trade,,18/May/26 12:00 AM,28/May/26 12:00 AM,28/May/26 12:00 AM,29/May/26 12:00 AM,,,Daniel Osei,230400
GTS-98,100098,Design Denied Party audit trail,Story,Development in Progress,In Progress,GTS,SAP GTS,P3 - Medium,,Daniel Osei,Priya Nandakumar,Priya Nandakumar,GTS-4,Denied Party,Global Trade,,19/May/26 12:00 AM,30/Aug/26 12:00 AM,,03/Jun/26 12:00 AM,,,Daniel Osei,93600
GTS-99,100099,Migrate Broker EDI dashboard,Task,Deployment Completed,Done,GTS,SAP GTS,P3 - Medium,Done,Amara Okafor,Priya Nandakumar,Priya Nandakumar,GTS-6,Broker EDI,Global Trade,,02/Aug/26 12:00 AM,16/Aug/26 12:00 AM,16/Aug/26 12:00 AM,12/Aug/26 12:00 AM,,,Amara Okafor,54000
GTS-100,100100,Document Broker EDI cutover task,Story,Deployment Completed,Done,GTS,SAP GTS,P3 - Medium,Done,Marta Kowalski,Priya Nandakumar,Priya Nandakumar,GTS-5,Product Classification,Global Trade,,13/Apr/26 12:00 AM,16/May/26 12:00 AM,16/May/26 12:00 AM,23/May/26 12:00 AM,,,Marta Kowalski,374400
GTS-101,100101,Configure Denied Party dashboard,Story,To Do,To Do,GTS,SAP GTS,P3 - Medium,,Marta Kowalski,Priya Nandakumar,Priya Nandakumar,GTS-5,Product Classification,Global Trade,,08/Mar/26 12:00 AM,11/Apr/26 12:00 AM,,20/Apr/26 12:00 AM,,,Marta Kowalski,50400
GTS-102,100102,Design Denied Party data model,Story,Development in Progress,In Progress,GTS,SAP GTS,P3 - Medium,,Daniel Osei,Priya Nandakumar,Priya Nandakumar,GTS-4,Denied Party,Global Trade,,27/May/26 12:00 AM,11/Aug/26 12:00 AM,,04/Jul/26 12:00 AM,,,Daniel Osei,10800
GTS-103,100103,Integrate Broker EDI approval workflow,Task,Deployment Completed,Done,GTS,SAP GTS,P3 - Medium,Done,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,GTS-6,Broker EDI,Global Trade,,12/Jan/26 12:00 AM,10/Feb/26 12:00 AM,10/Feb/26 12:00 AM,14/Mar/26 12:00 AM,,,Priya Nandakumar,18000
GTS-104,100104,Refactor Broker EDI dashboard,Story,Deployment Completed,Done,GTS,SAP GTS,P3 - Medium,Done,Daniel Osei,Priya Nandakumar,Priya Nandakumar,GTS-7,Duty Management,Global Trade,,05/Apr/26 12:00 AM,29/Apr/26 12:00 AM,29/Apr/26 12:00 AM,25/Apr/26 12:00 AM,,,Daniel Osei,21600
GTS-105,100105,Migrate Product Classification master record,Story,To Do,To Do,GTS,SAP GTS,P3 - Medium,,Sean Gallagher,Priya Nandakumar,Priya Nandakumar,GTS-4,Denied Party,Global Trade,,20/Apr/26 12:00 AM,11/Jun/26 12:00 AM,,04/May/26 12:00 AM,,,Sean Gallagher,147600
GTS-106,100106,Migrate Duty Management batch job,Story,To Do,To Do,GTS,SAP GTS,P3 - Medium,,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,GTS-6,Broker EDI,Global Trade,,20/Mar/26 12:00 AM,12/Apr/26 12:00 AM,,09/Apr/26 12:00 AM,,,Priya Nandakumar,633600
GTS-107,100107,Refactor Broker EDI audit trail,Task,Deployment Completed,Done,GTS,SAP GTS,P3 - Medium,Done,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,GTS-6,Broker EDI,Global Trade,,14/Jun/26 12:00 AM,29/Jun/26 12:00 AM,29/Jun/26 12:00 AM,25/Jun/26 12:00 AM,,,Priya Nandakumar,14400
GTS-108,100108,Decommission Broker EDI user role,Story,Deployment Completed,Done,GTS,SAP GTS,P3 - Medium,Done,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,GTS-6,Broker EDI,Global Trade,,02/Apr/26 12:00 AM,07/May/26 12:00 AM,07/May/26 12:00 AM,07/May/26 12:00 AM,,,Priya Nandakumar,43200
GTS-109,100109,Test Denied Party reporting extract,Story,Deployment Completed,Done,GTS,SAP GTS,P3 - Medium,Done,Daniel Osei,Priya Nandakumar,Priya Nandakumar,GTS-5,Product Classification,Global Trade,,13/Apr/26 12:00 AM,02/May/26 12:00 AM,02/May/26 12:00 AM,30/Apr/26 12:00 AM,,,Daniel Osei,93600
GTS-110,100110,Test Broker EDI data model,Story,Deployment Completed,Done,GTS,SAP GTS,P3 - Medium,Done,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,GTS-4,Denied Party,Global Trade,,12/Jan/26 12:00 AM,23/Jan/26 12:00 AM,23/Jan/26 12:00 AM,28/Jan/26 12:00 AM,,,Priya Nandakumar,345600
GTS-111,100111,Automate Duty Management reporting extract,Task,Deployment Completed,Done,GTS,SAP GTS,P3 - Medium,Done,Hiroshi Tanaka,Priya Nandakumar,Priya Nandakumar,GTS-7,Duty Management,Global Trade,,01/May/26 12:00 AM,05/Jun/26 12:00 AM,05/Jun/26 12:00 AM,07/Jun/26 12:00 AM,,,Hiroshi Tanaka,43200
GTS-112,100112,Design Denied Party API contract,Story,Deployment Completed,Done,GTS,SAP GTS,P3 - Medium,Done,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,GTS-6,Broker EDI,Global Trade,,17/May/26 12:00 AM,31/May/26 12:00 AM,31/May/26 12:00 AM,31/May/26 12:00 AM,,,Priya Nandakumar,147600
GTS-113,100113,Decommission Broker EDI dashboard,Story,Development in Progress,In Progress,GTS,SAP GTS,P3 - Medium,,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,GTS-6,Broker EDI,Global Trade,,02/May/26 12:00 AM,28/Aug/26 12:00 AM,,13/Jun/26 12:00 AM,,,Priya Nandakumar,68400
GTS-114,100114,Document Denied Party test script,Story,To Do,To Do,GTS,SAP GTS,P3 - Medium,,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,GTS-6,Broker EDI,Global Trade,,20/Jul/26 12:00 AM,20/Jul/26 12:00 AM,,28/Jul/26 12:00 AM,,,Priya Nandakumar,903600
GTS-115,100115,Integrate Denied Party data model,Task,Deployment Completed,Done,GTS,SAP GTS,P3 - Medium,Done,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,GTS-5,Product Classification,Global Trade,,12/Jan/26 12:00 AM,24/Jan/26 12:00 AM,24/Jan/26 12:00 AM,09/Feb/26 12:00 AM,,,Priya Nandakumar,97200
GTS-116,100116,Deploy Denied Party approval workflow,Story,Deployment Completed,Done,GTS,SAP GTS,P3 - Medium,Done,Amara Okafor,Priya Nandakumar,Priya Nandakumar,GTS-5,Product Classification,Global Trade,,25/Feb/26 12:00 AM,19/Mar/26 12:00 AM,19/Mar/26 12:00 AM,19/Mar/26 12:00 AM,,,Amara Okafor,118800
GTS-117,100117,Reconcile Duty Management data model,Story,Deployment Completed,Done,GTS,SAP GTS,P3 - Medium,Done,Amara Okafor,Priya Nandakumar,Priya Nandakumar,GTS-6,Broker EDI,Global Trade,,12/Jan/26 12:00 AM,22/Jan/26 12:00 AM,22/Jan/26 12:00 AM,21/Feb/26 12:00 AM,,,Amara Okafor,93600
GTS-118,100118,Decommission Duty Management user role,Story,Deployment Completed,Done,GTS,SAP GTS,P3 - Medium,Done,Hiroshi Tanaka,Priya Nandakumar,Priya Nandakumar,GTS-7,Duty Management,Global Trade,,15/Apr/26 12:00 AM,25/Apr/26 12:00 AM,25/Apr/26 12:00 AM,27/Apr/26 12:00 AM,,,Hiroshi Tanaka,61200
GTS-119,100119,Onboard Denied Party user role,Task,Deployment Completed,Done,GTS,SAP GTS,P3 - Medium,Done,Amara Okafor,Priya Nandakumar,Priya Nandakumar,GTS-5,Product Classification,Global Trade,,29/Apr/26 12:00 AM,08/May/26 12:00 AM,08/May/26 12:00 AM,11/May/26 12:00 AM,,,Amara Okafor,201600
GTS-120,100120,Document Broker EDI approval workflow,Story,Descoped,Done,GTS,SAP GTS,P3 - Medium,Won't Do,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,GTS-4,Denied Party,Global Trade,,24/Mar/26 12:00 AM,30/Apr/26 12:00 AM,,21/Apr/26 12:00 AM,,,Priya Nandakumar,28800
GTS-121,100121,Configure Broker EDI audit trail,Story,Deployment Completed,Done,GTS,SAP GTS,P3 - Medium,Done,Amara Okafor,Priya Nandakumar,Priya Nandakumar,GTS-4,Denied Party,Global Trade,,17/Feb/26 12:00 AM,07/Mar/26 12:00 AM,07/Mar/26 12:00 AM,07/Mar/26 12:00 AM,,,Amara Okafor,14400
GTS-122,100122,Configure Broker EDI interface,Story,Development in Progress,In Progress,GTS,SAP GTS,P3 - Medium,,Daniel Osei,Priya Nandakumar,Priya Nandakumar,GTS-6,Broker EDI,Global Trade,,29/Mar/26 12:00 AM,25/Aug/26 12:00 AM,,25/Apr/26 12:00 AM,,,Daniel Osei,75600
GTS-123,100123,Automate Broker EDI dashboard,Task,Deployment Completed,Done,GTS,SAP GTS,P3 - Medium,Done,Hiroshi Tanaka,Priya Nandakumar,Priya Nandakumar,GTS-4,Denied Party,Global Trade,,08/Jul/26 12:00 AM,24/Jul/26 12:00 AM,24/Jul/26 12:00 AM,25/Jul/26 12:00 AM,,,Hiroshi Tanaka,180000
GTS-124,100124,Build Duty Management user role,Story,Deployment Completed,Done,GTS,SAP GTS,P3 - Medium,Done,Marta Kowalski,Priya Nandakumar,Priya Nandakumar,GTS-7,Duty Management,Global Trade,,15/Feb/26 12:00 AM,28/Mar/26 12:00 AM,28/Mar/26 12:00 AM,10/Apr/26 12:00 AM,,,Marta Kowalski,50400
GTS-125,100125,Document Denied Party interface,Story,To Do,To Do,GTS,SAP GTS,P3 - Medium,,Daniel Osei,Priya Nandakumar,Priya Nandakumar,GTS-5,Product Classification,Global Trade,,05/Aug/26 12:00 AM,08/Aug/26 12:00 AM,,07/Sep/26 12:00 AM,,,Daniel Osei,100800
GTS-126,100126,Integrate Denied Party data model,Story,To Do,To Do,GTS,SAP GTS,P3 - Medium,,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,GTS-5,Product Classification,Global Trade,,11/May/26 12:00 AM,19/Jul/26 12:00 AM,,12/Jun/26 12:00 AM,,,Priya Nandakumar,28800
GTS-127,100127,Refactor Denied Party API contract,Task,Deployment Completed,Done,GTS,SAP GTS,P3 - Medium,Done,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,GTS-4,Denied Party,Global Trade,,03/Mar/26 12:00 AM,15/Mar/26 12:00 AM,15/Mar/26 12:00 AM,12/Mar/26 12:00 AM,,,Priya Nandakumar,223200
GTS-128,100128,Validate Duty Management cutover task,Story,To Do,To Do,GTS,SAP GTS,P3 - Medium,,Daniel Osei,Priya Nandakumar,Priya Nandakumar,GTS-5,Product Classification,Global Trade,,08/May/26 12:00 AM,08/May/26 12:00 AM,,06/Jun/26 12:00 AM,,,Daniel Osei,154800
GTS-129,100129,Refactor Denied Party test script,Story,Deployment Completed,Done,GTS,SAP GTS,P3 - Medium,Done,Daniel Osei,Priya Nandakumar,Priya Nandakumar,GTS-6,Broker EDI,Global Trade,,21/Apr/26 12:00 AM,03/May/26 12:00 AM,03/May/26 12:00 AM,05/May/26 12:00 AM,,,Daniel Osei,86400
GTS-130,100130,Test Denied Party user role,Story,Development in Progress,In Progress,GTS,SAP GTS,P3 - Medium,,Sean Gallagher,Priya Nandakumar,Priya Nandakumar,GTS-7,Duty Management,Global Trade,,03/Jun/26 12:00 AM,14/Aug/26 12:00 AM,,19/Jun/26 12:00 AM,,,Sean Gallagher,100800
GTS-131,100131,Reconcile Broker EDI batch job,Task,Deployment Completed,Done,GTS,SAP GTS,P3 - Medium,Done,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,GTS-6,Broker EDI,Global Trade,,15/Jul/26 12:00 AM,24/Jul/26 12:00 AM,24/Jul/26 12:00 AM,27/Jul/26 12:00 AM,,,Priya Nandakumar,25200
GTS-132,100132,Configure Product Classification test script,Story,Deployment Completed,Done,GTS,SAP GTS,P3 - Medium,Done,Marta Kowalski,Priya Nandakumar,Priya Nandakumar,GTS-6,Broker EDI,Global Trade,,11/Jul/26 12:00 AM,31/Jul/26 12:00 AM,31/Jul/26 12:00 AM,08/Aug/26 12:00 AM,,,Marta Kowalski,25200
GTS-133,100133,Onboard Broker EDI test script,Story,Development in Progress,In Progress,GTS,SAP GTS,P3 - Medium,,Daniel Osei,Priya Nandakumar,Priya Nandakumar,GTS-5,Product Classification,Global Trade,,29/Mar/26 12:00 AM,10/Aug/26 12:00 AM,,07/May/26 12:00 AM,,,Daniel Osei,79200
GTS-134,100134,Onboard Product Classification cutover task,Story,Blocked,In Progress,GTS,SAP GTS,P3 - Medium,,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,GTS-5,Product Classification,Global Trade,,03/Feb/26 12:00 AM,05/Aug/26 12:00 AM,,02/Mar/26 12:00 AM,,,Priya Nandakumar,136800
GTS-135,100135,Automate Denied Party master record,Task,Blocked,In Progress,GTS,SAP GTS,P3 - Medium,,Daniel Osei,Priya Nandakumar,Priya Nandakumar,GTS-7,Duty Management,Global Trade,,29/Apr/26 12:00 AM,01/Jul/26 12:00 AM,,21/May/26 12:00 AM,,,Daniel Osei,144000
GTS-136,100136,Document Broker EDI batch job,Story,Deployment Completed,Done,GTS,SAP GTS,P3 - Medium,Done,Daniel Osei,Priya Nandakumar,Priya Nandakumar,GTS-6,Broker EDI,Global Trade,,20/Apr/26 12:00 AM,14/May/26 12:00 AM,14/May/26 12:00 AM,21/May/26 12:00 AM,,,Daniel Osei,61200
GTS-137,100137,Validate Denied Party data model,Story,Blocked,In Progress,GTS,SAP GTS,P3 - Medium,,Daniel Osei,Priya Nandakumar,Priya Nandakumar,GTS-7,Duty Management,Global Trade,,05/Feb/26 12:00 AM,08/Jun/26 12:00 AM,,07/Mar/26 12:00 AM,,,Daniel Osei,169200
GTS-138,100138,Test Product Classification approval workflow,Story,Deployment Completed,Done,GTS,SAP GTS,P3 - Medium,Done,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,GTS-6,Broker EDI,Global Trade,,18/Jun/26 12:00 AM,12/Jul/26 12:00 AM,12/Jul/26 12:00 AM,15/Jul/26 12:00 AM,,,Priya Nandakumar,309600
GTS-139,100139,Decommission Duty Management master record,Task,Deployment Completed,Done,GTS,SAP GTS,P3 - Medium,Done,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,GTS-4,Denied Party,Global Trade,,24/Feb/26 12:00 AM,22/Mar/26 12:00 AM,22/Mar/26 12:00 AM,31/Mar/26 12:00 AM,,,Priya Nandakumar,79200
GTS-140,100140,Configure Denied Party test script,Story,Deployment Completed,Done,GTS,SAP GTS,P3 - Medium,Done,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,GTS-5,Product Classification,Global Trade,,02/Mar/26 12:00 AM,14/Mar/26 12:00 AM,14/Mar/26 12:00 AM,14/Mar/26 12:00 AM,,,Priya Nandakumar,115200
GTS-141,100141,Refactor Denied Party audit trail,Story,Deployment Completed,Done,GTS,SAP GTS,P3 - Medium,Done,Amara Okafor,Priya Nandakumar,Priya Nandakumar,GTS-5,Product Classification,Global Trade,,01/Feb/26 12:00 AM,26/Feb/26 12:00 AM,26/Feb/26 12:00 AM,21/Feb/26 12:00 AM,,,Amara Okafor,72000
GTS-142,100142,Migrate Duty Management user role,Story,Deployment Completed,Done,GTS,SAP GTS,P3 - Medium,Done,Amara Okafor,Priya Nandakumar,Priya Nandakumar,GTS-5,Product Classification,Global Trade,,14/Jul/26 12:00 AM,22/Jul/26 12:00 AM,22/Jul/26 12:00 AM,20/Jul/26 12:00 AM,,,Amara Okafor,75600
GTS-143,100143,Onboard Product Classification test script,Task,Development in Progress,In Progress,GTS,SAP GTS,P3 - Medium,,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,GTS-7,Duty Management,Global Trade,,25/Mar/26 12:00 AM,17/Aug/26 12:00 AM,,27/Apr/26 12:00 AM,,,Priya Nandakumar,100800
GTS-144,100144,Integrate Product Classification batch job,Story,Deployment Completed,Done,GTS,SAP GTS,P3 - Medium,Done,Marta Kowalski,Priya Nandakumar,Priya Nandakumar,GTS-5,Product Classification,Global Trade,,11/Jun/26 12:00 AM,22/Jun/26 12:00 AM,22/Jun/26 12:00 AM,25/Jun/26 12:00 AM,,,Marta Kowalski,399600
GTS-145,100145,Reconcile Broker EDI master record,Story,Deployment Completed,Done,GTS,SAP GTS,P3 - Medium,Done,Sean Gallagher,Priya Nandakumar,Priya Nandakumar,GTS-4,Denied Party,Global Trade,,05/Apr/26 12:00 AM,23/May/26 12:00 AM,23/May/26 12:00 AM,24/May/26 12:00 AM,,,Sean Gallagher,198000
GTS-146,100146,Configure Denied Party API contract,Story,Deployment Completed,Done,GTS,SAP GTS,P3 - Medium,Done,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,GTS-6,Broker EDI,Global Trade,,21/Jul/26 12:00 AM,26/Jul/26 12:00 AM,26/Jul/26 12:00 AM,27/Jul/26 12:00 AM,,,Priya Nandakumar,180000
GTS-147,100147,Build Denied Party reconciliation,Task,Development in Progress,In Progress,GTS,SAP GTS,P3 - Medium,,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,GTS-5,Product Classification,Global Trade,,15/May/26 12:00 AM,27/Aug/26 12:00 AM,,17/Jul/26 12:00 AM,,,Priya Nandakumar,57600
GTS-148,100148,Decommission Duty Management master record,Story,Deployment Completed,Done,GTS,SAP GTS,P3 - Medium,Done,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,GTS-4,Denied Party,Global Trade,,27/Jan/26 12:00 AM,04/Feb/26 12:00 AM,04/Feb/26 12:00 AM,06/Feb/26 12:00 AM,,,Priya Nandakumar,39600
GTS-149,100149,Validate Duty Management cutover task,Story,Deployment Completed,Done,GTS,SAP GTS,P3 - Medium,Done,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,GTS-7,Duty Management,Global Trade,,27/Mar/26 12:00 AM,07/Apr/26 12:00 AM,07/Apr/26 12:00 AM,05/Apr/26 12:00 AM,,,Priya Nandakumar,122400
GTS-150,100150,Build Duty Management audit trail,Story,Deployment Completed,Done,GTS,SAP GTS,P3 - Medium,Done,Amara Okafor,Priya Nandakumar,Priya Nandakumar,GTS-7,Duty Management,Global Trade,,21/Apr/26 12:00 AM,18/May/26 12:00 AM,18/May/26 12:00 AM,20/May/26 12:00 AM,,,Amara Okafor,266400
GTS-151,100151,Automate Denied Party reporting extract,Task,To Do,To Do,GTS,SAP GTS,P3 - Medium,,Amara Okafor,Priya Nandakumar,Priya Nandakumar,GTS-7,Duty Management,Global Trade,,02/Apr/26 12:00 AM,04/Aug/26 12:00 AM,,01/May/26 12:00 AM,,,Amara Okafor,406800
GTS-152,100152,Integrate Broker EDI test script,Story,Descoped,Done,GTS,SAP GTS,P3 - Medium,Won't Do,Marta Kowalski,Priya Nandakumar,Priya Nandakumar,GTS-5,Product Classification,Global Trade,,12/Jun/26 12:00 AM,01/Jul/26 12:00 AM,,02/Jul/26 12:00 AM,,,Marta Kowalski,10800
GTS-153,100153,Reconcile Duty Management dashboard,Story,Deployment Completed,Done,GTS,SAP GTS,P3 - Medium,Done,Daniel Osei,Priya Nandakumar,Priya Nandakumar,GTS-7,Duty Management,Global Trade,,15/Apr/26 12:00 AM,25/May/26 12:00 AM,25/May/26 12:00 AM,25/May/26 12:00 AM,,,Daniel Osei,781200
GTS-154,100154,Document Duty Management conversion rule,Story,To Do,To Do,GTS,SAP GTS,P3 - Medium,,Amara Okafor,Priya Nandakumar,Priya Nandakumar,GTS-5,Product Classification,Global Trade,,30/Mar/26 12:00 AM,24/Apr/26 12:00 AM,,15/Apr/26 12:00 AM,,,Amara Okafor,126000
GTS-155,100155,Onboard Product Classification reconciliation,Task,Deployment Completed,Done,GTS,SAP GTS,P3 - Medium,Done,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,GTS-7,Duty Management,Global Trade,,11/Apr/26 12:00 AM,29/Apr/26 12:00 AM,29/Apr/26 12:00 AM,30/Apr/26 12:00 AM,,,Priya Nandakumar,194400
GTS-156,100156,Deploy Product Classification conversion rule,Story,To Do,To Do,GTS,SAP GTS,P3 - Medium,,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,GTS-7,Duty Management,Global Trade,,10/Jun/26 12:00 AM,22/Jul/26 12:00 AM,,05/Jul/26 12:00 AM,,,Priya Nandakumar,18000
GTS-157,100157,Document Denied Party training module,Story,Deployment Completed,Done,GTS,SAP GTS,P3 - Medium,Done,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,GTS-4,Denied Party,Global Trade,,20/Jul/26 12:00 AM,05/Aug/26 12:00 AM,05/Aug/26 12:00 AM,10/Aug/26 12:00 AM,,,Priya Nandakumar,68400
GTS-158,100158,Document Denied Party approval workflow,Story,Deployment Completed,Done,GTS,SAP GTS,P3 - Medium,Done,Amara Okafor,Priya Nandakumar,Priya Nandakumar,GTS-5,Product Classification,Global Trade,,13/May/26 12:00 AM,20/May/26 12:00 AM,20/May/26 12:00 AM,19/May/26 12:00 AM,,,Amara Okafor,180000
GTS-159,100159,Migrate Product Classification approval workflow,Task,Deployment Completed,Done,GTS,SAP GTS,P3 - Medium,Done,Hiroshi Tanaka,Priya Nandakumar,Priya Nandakumar,GTS-6,Broker EDI,Global Trade,,30/Jun/26 12:00 AM,22/Jul/26 12:00 AM,22/Jul/26 12:00 AM,19/Jul/26 12:00 AM,,,Hiroshi Tanaka,28800
GTS-160,100160,Onboard Denied Party user role,Story,Development in Progress,In Progress,GTS,SAP GTS,P3 - Medium,,Marta Kowalski,Priya Nandakumar,Priya Nandakumar,GTS-4,Denied Party,Global Trade,,06/May/26 12:00 AM,09/Aug/26 12:00 AM,,23/May/26 12:00 AM,,,Marta Kowalski,7200
